Link about Therapy,Language,The name of the file
https://gmdconsulting.eu/nykerk/wp-content/uploads/2020/02/Transactional-analysis-Elegant-Theory-Practice-2003.pdf,English,Transactional Analysis 43
https://www.berne.it/public/uploads/2013/12/Transactional-Analysis-Journal-2006-Stuthridge-270-833.pdf,English,Transactional Analysis 44
https://www.elantraining.org/webelantraining/wp-content/uploads/2013/07/Attachment-Part-One-Understanding-Attachment.pdf,English,Transactional Analysis 45
https://conference.pixel-online.net/files/foe/ed0008/FP/0283-SET3281-FP-FOE8.pdf,English,Transactional Analysis 46
https://terapia.co.uk/wp-content/uploads/2020/05/Reading-7.2-Transactional-Analysis.pdf,English,Transactional Analysis 47
https://peoplefirst.nhsbt.nhs.uk/NHSBT-DOCUMENT-LIBRARY/Learning-Development/Guidance-Relationships-and-Team-Dynamics-.pdf,English,Transactional Analysis 48
https://rgmcet.edu.in/assets/img/departments/CIVIL/materials/R15/3-2/PESS/unit-4.pdf,English,Transactional Analysis 49
https://core.ac.uk/download/pdf/215281007.pdf,English,Transactional Analysis 50
https://www.iasa-dmm.org/images/uploads/Chip%20Chimera%20and%20Clark%20Baim%20Workshop%20on%20Psychodrama.pdf,English,Psychodrama 1
https://psychodrama.org.nz/wp-content/uploads/resources/basic-elements-psychodrama.pdf,English,Psychodrama 2
https://srilankadramatherapy.files.wordpress.com/2013/08/psychodrama-and-dramatherapy.pdf,English,Psychodrama 3
https://drive.google.com/drive/u/1/folders/1qr19rCDRKMyC2KtRgoOWEpks6hRWkQor,English,Psychodrama 4
"https://blatner.com/adam/books/Acting-In%20%20Practical%20Applications%20of%20Psychodramatic%20Methods,%20Third%20Edition%20Adam%20Blatner%20MD%20220p_0826114024_B.pdf",English,Psychodrama 5
https://content.e-bookshelf.de/media/reading/L-14259292-6f3d065016.pdf,English,Psychodrama 6
https://vedadrama.com/wp-content/uploads/2022/05/Psychodrama-Some-Techniques-and-Principles-3-converted.pdf,English,Psychodrama 7
https://www.lptipsychodrama.com/wp-content/uploads/2020/04/what-is-psychodrama-2017.pdf,English,Psychodrama 8
http://cccutah.org/blph.pdf,English,Psychodrama 9
https://psychodrama.org.nz/wp-content/uploads/resources/psychodrama-third-volume.pdf,English,Psychodrama 10
https://www.psychodrama.org.uk/wp-content/uploads/2021/01/Psychodrama.pdf,English,Psychodrama 11
https://www.acrjournal.com.au/resources/assets/journals/Volume-13-Issue-1-2019/Manuscript6%20-%20Evolution%20of%20Psychodrama.pdf,English,Psychodrama 12
https://asgpp.org/wp-content/uploads/2020/02/psychodrama.conciseintro.pdf,English,Psychodrama 13
http://www.psychodrama.gr/sitepics/library-pdf11.pdf,English,Psychodrama 14
https://svc-camft.org/resources/Documents/Campbell%20CAMFT%20Handout.pdf,English,Psychodrama 15
https://drive.google.com/drive/u/1/folders/1qr19rCDRKMyC2KtRgoOWEpks6hRWkQor,English,Psychodrama 16
https://nscpolteksby.ac.id/ebook/files/Ebook/Business%20Administration/Counselling%20Skills%20and%20Theory%20(2014)/6%20-%20Gestalt%20therapy%20and%20psychodrama.pdf,English,Psychodrama 17
https://psychodrama.org.nz/wp-content/uploads/moreno-z-role-theory-social-atom-OCR-Version.pdf,English,Psychodrama 18
http://www.revistapsicoterapiaypsicodrama.org/archivos/Anterior02/Theorical_Foundations_of_Psychodrama_Adam_Blatner.pdf,English,Psychodrama 19
https://www.mediaresrivista.it/wp-content/uploads/2021/08/psychodrama-stouraiti.pdf,English,Psychodrama 20
https://www.psychodrama.org.uk/wp-content/uploads/2021/01/Psychodrama-Creative-Eduction-in-Prison-Good-Practice-Guide.pdf,English,Psychodrama 21
https://www.nadta.org/assets/docs/books-on-psychodrama-and-sociodrama.pdf,English,Psychodrama 22
https://www.yu.edu/sites/default/files/inline-files/PSYCHODRAMA-SWK%206114.pdf,English,Psychodrama 23
https://www.nzccp.co.nz/assets/Uploads/An-Introduction-to-Psychodrama-for-CBT-Practitioners-Jenny-Wilson.pdf,English,Psychodrama 24
http://www.moreno.com.au/sites/default/files/Eberhard%20-%20Alterations%20to%20consciousness.pdf,English,Psychodrama 25
http://cccutah.org/pba1.pdf,English,Psychodrama 26
https://nscpolteksby.ac.id/ebook/files/Ebook/Business%20Administration/Counselling%20Skills%20and%20Theory(2010)/6%20-%20Gestalt%20therapy%20and%20psychodrama.pdf,English,Psychodrama 27
https://www.hrpub.org/download/20140105/IJRH4-19201532.pdf,English,Psychodrama 28
https://www.nwo.nl/sites/nwo/files/media-files/Bangladesh_Psychodrama_Project%20interview.pdf,English,Psychodrama 29
https://spiritualpc.net/wp-content/uploads/2019/03/58_Ozcan.pdf,English,Psychodrama 30
http://methodenpool.uni-koeln.de/download/psychodrama.pdf,English,Psychodrama 31
https://asgpp.org/wp-content/uploads/2020/06/warner-psychodrama-tr-tips-Directing.pdf,English,Psychodrama 32
https://www.groepspsychotherapie.nl/nvgp/_sitefiles/file/tijdschriftartikelen/2013/Tegenstellingen2013_2.pdf,Dutch,Psychodrama 33
http://www.psihodrama.si/uploads/1/3/6/8/13681492/psychosoma_and_psychodrama_sotlar_2018.pdf,English,Psychodrama 34
https://journals.plos.org/plosone/article/file?type=printable&id=10.1371/journal.pone.0212575,English,Psychodrama 35
http://www.jsc.montana.edu/articles/v4n2.pdf,English,Psychodrama 36
https://intjmi.com/article-1-661-fa.pdf,English,Psychodrama 37
https://drive.google.com/drive/u/1/folders/1qr19rCDRKMyC2KtRgoOWEpks6hRWkQor,English,Psychodrama 38
https://www.groepspsychotherapie.nl/nvgp/_sitefiles/file/tijdschriftartikelen/2020/2020_2Zelfcompassie.pdf,Dutch,Psychodrama 39
https://www.counsellingconnection.com/wp-content/uploads/2013/03/Narrative-Therapy-10.pdf,English,Narrative Therapy 1
https://dulwichcentre.com.au/wp-content/uploads/2020/11/L1-Nov-2020-Online-handbook.pdf,English,Narrative Therapy 2
https://www.cct.umb.edu/630/files/Morgan-WhatIsNarrativeTherapy.pdf,English,Narrative Therapy 3
https://www.able-differently.org/wp-content/uploads/2012/01/Narrative-Therapy.pdf,English,Narrative Therapy 4
https://www.apa.org/pubs/books/Narrative-Therapy-2e-Intro-Sample.pdf,English,Narrative Therapy 5
https://dulwichcentre.com.au/wp-content/uploads/2015/06/Beginning-to-Use-a-Narrative-Approach-in-Therapy.pdf,English,Narrative Therapy 6
https://egyankosh.ac.in/bitstream/123456789/23755/1/Unit-2.pdf,English,Narrative Therapy 7
https://jpc.uma.ac.ir/article_1596_f6f251a6cc6777a2d45767a2a02baf00.pdf,English,Narrative Therapy 8
https://egyankosh.ac.in/bitstream/123456789/21247/1/Unit-4.pdf,English,Narrative Therapy 9
https://mentis.ba/wp-content/uploads/2024/02/maps-of-narrative-practice.pdf,English,Narrative Therapy 10
https://www.vanderbilt.edu/olli/class-materials/TenExercises_To_Make_A_World_Handout.pdf,English,Narrative Therapy 11
https://researchrepository.ucd.ie/server/api/core/bitstreams/08fc1992-332e-4584-9677-72a54f423f17/content,English,Narrative Therapy 12
https://kaching.socialwork.hku.hk/Articles/Family%20therapy%20-%20Chapter%2012.pdf,English,Narrative Therapy 13
https://www.al-edu.com/wp-content/uploads/2014/05/Michael-White-Narrative-Therapy.pdf,English,Narrative Therapy 14
https://theint.co.uk/wp-content/uploads/2019/02/critiques-of-narrative-therapy-a-personal-response.pdf,English,Narrative Therapy 15
https://www.vivo.org/wp-content/uploads/2015/09/Narrative_Exposure_Therapy.pdf,English,Narrative Therapy 16
https://www.eprints.qut.edu.au/16597/1/Lynette_Vromans_Thesis.pdf,English,Narrative Therapy 17
https://fisherpub.sjf.edu/cgi/viewcontent.cgi?article=1073&context=nursing_facpub,English,Narrative Therapy 18
https://digitalcommons.georgefox.edu/cgi/viewcontent.cgi?article=1014&context=gsc,English,Narrative Therapy 19
https://fammedarchives.blob.core.windows.net/imagesandpdfs/fmhub/fm2002/feb02/sa.pdf,English,Narrative Therapy 20
https://storytellinginstitute.org/2.pdf,English,Narrative Therapy 21
https://firefly255.wordpress.com/wp-content/uploads/2016/05/narrative-therapy-tree-of-life-project.pdf,English,Narrative Therapy 22
https://theint.co.uk/wp-content/uploads/2019/02/context105-sarahwalt_4248311.pdf,English,Narrative Therapy 23
https://josefaruiztagle.cl/wp-content/uploads/2020/09/Michael-White-David-Epston-Narrative-Means-to-Therapeutic-Ends-W.-W.-Norton-Company-1990-1.pdf,English,Narrative Therapy 24
https://www.strath.ac.uk/media/faculties/hass/slt/languagesupportmodel/lsm_doc6_narrative.pdf,English,Narrative Therapy 25
https://juniperpublishers.com/pbsij/pdf/PBSIJ.MS.ID.556041.pdf,English,Narrative Therapy 26
https://dergipark.org.tr/tr/download/article-file/2975519,English,Narrative Therapy 27
https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7f4e7ad35774688ab08ee6c1375f91c13eed41a1,English,Narrative Therapy 28
https://www.journalofcounselorpractice.com/uploads/6/8/9/4/68949193/cmf902110_jcp_vol_9_issue_2.pdf,English,Narrative Therapy 29
https://reauthoringteaching.com/wp-content/uploads/2019/12/Narrative-therapy-and-the-Affective-Turn-June-2019-JST.pdf,English,Narrative Therapy 30
https://repositorium.sdum.uminho.pt/bitstream/1822/30857/1/NT%20VS%20CBT.pdf,English,Narrative Therapy 31
https://alliedhealth.ceconnection.com/files/SeparatingtheProblemandthePersonInsightsFromNarrativeTherapyWithPeopleWhoStutter-1439237534469.pdf,English,Narrative Therapy 32
https://web.archive.org/web/20170830001958id_/https://repositorio.ismai.pt/bitstream/10400.24/443/1/Innovative%20moments%20and%20change%20in%20narrative%20therapy.pdf,English,Narrative Therapy 33
https://study.sagepub.com/sites/default/files/ch-23.pdf,English,Narrative Therapy 34
https://jfsdigital.org/wp-content/uploads/2014/04/183-A03.pdf,English,Narrative Therapy 35
https://jlahnet.com/wp-content/uploads/2022/01/3-1.pdf,English,Narrative Therapy 36
https://tpcjournal.nbcc.org/wp-content/uploads/2014/09/Pages-201-207-Sanders.pdf,English,Narrative Therapy 37
https://dl.icdst.org/pdfs/files/11437122398f77fcdeb02fc8ab141f4a.pdf,English,Narrative Therapy 38
https://tpcjournal.nbcc.org/wp-content/uploads/2014/09/Pages-201-207-Sanders.pdf,English,Narrative Therapy 39
https://my.clevelandclinic.org/-/scassets/files/org/wellness/guides/holistic-therapy.pdf,English,Holistic Therapy 1
https://www.mind.org.uk/media-a/2886/complementary-alternative-therapies-2018.pdf,English,Holistic Therapy 2
https://s24.q4cdn.com/902352448/files/doc_downloads/mg_holistic_wellness_guide.pdf,English,Holistic Therapy 3
https://www.genesisce.org/docs/HolisticTherapy.pdf,English,Holistic Therapy 4
https://www.scielo.br/j/rlae/a/QWkF9pDMGjqpWCJhLFrzPjN/?lang=en&format=pdf,English,Holistic Therapy 5
https://www.cancercouncil.com.au/wp-content/uploads/2023/01/Understanding-Complementary-Therapies-2023.pdf,English,Holistic Therapy 6
https://drive.google.com/drive/u/1/folders/1Lsf4_WX7yAXe8SGHyzEA1h8VQuy_nMau,English,Holistic Therapy 7
https://pdfs.semanticscholar.org/ff3d/4e2063dd014d4377b69ac2e85e02eb5fa519.pdf,English,Holistic Therapy 8
https://applications.emro.who.int/imemrf/Professional_Med_J_Q/Professional_Med_J_Q_2014_21_6_1178_1184.pdf,English,Holistic Therapy 9
https://poliklinika-harni.hr/images/uploads/456/uvod_u_komplementarnu_medicinu.pdf,English,Holistic Therapy 10
https://www.bgateway.com/assets/market-reports/Market-Report-Alternative-Complementary-Therapy-August-2023.pdf,English,Holistic Therapy 11
https://resources.reed.co.uk/courses/coursemedia/285787/ff93e55a-7f84-444f-aae0-49006ac70e37.pdf,English,Holistic Therapy 12
https://dbhids.org/wp-content/uploads/2015/07/The-Tools-for-Transformation-Series-holistic.pdf,English,Holistic Therapy 13
https://core.ac.uk/download/pdf/222998598.pdf,English,Holistic Therapy 14
https://pure.tue.nl/ws/portalfiles/portal/315139537/fpsyg-14-1271188.pdf,English,Holistic Therapy 15
https://cam.cancer.gov/docs/workbook/talking_about_cam_workbook.pdf,English,Holistic Therapy 16
https://oda.oslomet.no/oda-xmlui/bitstream/handle/11250/3114087/Asbjornslett.pdf?sequence=1&isAllowed=y,English,Holistic Therapy 17
https://be.macmillan.org.uk/downloads/bemacmillan%20pdfs/MAC11645_Comptherapies_Low%20Res%20PDF_20200107_MB.pdf,English,Holistic Therapy 18
https://www.dcp-3.org/sites/default/files/dcp2/DCP69.pdf,English,Holistic Therapy 19
https://www.med.unc.edu/phyrehab/pim/wp-content/uploads/sites/615/2018/03/Effectiveness.pdf,English,Holistic Therapy 20
https://www.eliancehealthsolutions.org/eliancehealthsolutions_admin/getmedia/1ffc0a50-1e21-4b4e-b78d-0503b8f5a5e4/2018-holistic-eliance-member-flyer.pdf,English,Holistic Therapy 21
https://www.holistic-school.com/wp-content/uploads/2018/06/Diploma-Study-Guide.pdf,English,Holistic Therapy 22
https://downloads.hindawi.com/journals/tswj/2007/156738.pdf,English,Holistic Therapy 23
https://www.diva-portal.org/smash/get/diva2:1586311/FULLTEXT01.pdf,English,Holistic Therapy 24
https://files.wearesrna.org/podcasts/transcripts/2023_01_Holistic_Therapies_transcript.pdf,English,Holistic Therapy 25
https://naturalhealthcourses.com/SNHS-Guide-holistic-therapies-distance-learning.pdf,English,Holistic Therapy 26
https://lx.iriss.org.uk/sites/default/files/resources/Complementary_and_alternative_medicine_and_dementia.pdf,English,Holistic Therapy 27
https://namreka.com/zata_da/src/doc/holistic_therapy_menu.2024328181330.pdf,English,Holistic Therapy 28
https://www.open-access.bcu.ac.uk/5795/1/Halacre%20%26%20Jalil%20%282017%29%20Holistic%20therapy%20with%20disabled%20adults%20from%20a%20social%20and%20individual%20perspective.pdf,English,Holistic Therapy 29
https://wvr.ac.uk/study/introduction-to-holistic-therapies-reflexology-head-massage.pdf,English,Holistic Therapy 30
https://www.lghealthbenefits.com/wp-content/uploads/2022/11/Holistic_Flyers_2022.pdf,English,Holistic Therapy 31
https://www.wsbht.co.uk/wp-content/uploads/2013/11/VTCT-Level-3-Dip-in-Massage-Therapy.pdf,English,Holistic Therapy 32
https://www.mycematters.com/wp-content/uploads/2022/08/treating-the-whole-person.pdf,English,Holistic Therapy 33
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 1
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 2
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 3
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 4
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 5
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 6
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 7
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 8
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 9
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 10
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 11
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 12
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 13
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 14
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 15
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 16
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 17
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 18
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 19
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 20
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 21
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 22
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 23
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 24
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 25
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 26
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 27
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 28
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 29
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 30
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 31
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 32
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 33
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 34
https://drive.google.com/drive/u/1/folders/1EpXGql5CSxJ2mwatoJzXx3FlSDtj4vlD,English,CBT 35
https://library.oapen.org/bitstream/handle/20.500.12657/24299/1005832.pdf,English,Neuropsychological Therapy 1
https://cris.maastrichtuniversity.nl/ws/portalfiles/portal/64256208/Heugten_2017_rehabilitation_goals_and_outcomes.pdf,English,Neuropsychological Therapy 2
https://www.berkshirehealthcare.nhs.uk/media/109514201/clinical-neuropsychology-psychological-professions.pdf,English,Neuropsychological Therapy 3
https://www.student.universiteitleiden.nl/binaries/content/assets/sociale-wetenschappen/psychologie/studenten/werving/cnp-masters-open-day-08112019.pdf,English,Neuropsychological Therapy 4
https://www.rug.nl/gmw/education/master/presentaties-masterweek/clinical-neuropsychology-march-2024.pdf,English,Neuropsychological Therapy 5
https://www.redalyc.org/pdf/337/33723707009.pdf,English,Neuropsychological Therapy 6
https://deepblue.lib.umich.edu/bitstream/handle/2027.42/107749/krislav.pdf,English,Neuropsychological Therapy 7
https://drive.google.com/drive/u/1/folders/19tjubi7GJJHXeWbq6aNGwIUguATe3t2T,English,Neuropsychological Therapy 8
https://students.aiu.edu/submissions/profiles/resources/onlineBook/K6c9V9_Introduction_to_Neuropsychotherapy.pdf,English,Neuropsychological Therapy 9
https://students.aiu.edu/submissions/profiles/resources/onlineBook/K6c9V9_Introduction_to_Neuropsychotherapy.pdf,English,Neuropsychological Therapy 10
https://aishwaryajaiswal.com/wp-content/uploads/2022/01/Clinical-Neuropsychology-A-Practical-Guide-to-Assessment-and-Management-for-Clinicians-Laura-H.-Goldstein-2.pdf,English,Neuropsychological Therapy 11
https://elmirmohammedmemorypsy.com/wp-content/uploads/2017/10/clinician_s-guide-to-neuropsychological-assessment.pdf,English,Neuropsychological Therapy 12
https://alliedneurotherapy.co.uk/wp-content/uploads/2021/05/Neuropsychological-Formulation.pdf,English,Neuropsychological Therapy 13
https://medcraveonline.com/JPCPY/JPCPY-07-00421.pdf,English,Neuropsychological Therapy 14
https://profilelogin.admissione.online/UploadFiles/Documents/ProfileLgoin/Subtitle/NColge_1372_Neuropsychology.pdf,English,Neuropsychological Therapy 15
https://egyankosh.ac.in/bitstream/123456789/24042/1/Unit-2.pdf,English,Neuropsychological Therapy 16
https://medicine.uams.edu/psychiatry/wp-content/uploads/sites/35/2023/06/Psychology-Training-Tracks-Neuropsych.pdf,English,Neuropsychological Therapy 17
https://www.apa.org/education-career/ce/integrating-neuroscience.pdf,English,Neuropsychological Therapy 18
https://www.va.gov/files/2023-08/Neuropsychology%20postdoc%20brochure%202024%20-%202026.pdf,English,Neuropsychological Therapy 19
https://congress-ph.ru/common/htdocs/upload/fm/neiroreabil/15/2-Evans-en.pdf,English,Neuropsychological Therapy 20
https://www.ojp.gov/pdffiles1/nij/grants/216303.pdf,English,Neuropsychological Therapy 21
https://www.cdc.gov/nceh/lead/acclpp/SupplementalOct04/Effect%20of%20Chelation%20Therapy%20on%20the%20Neuropsychological%20and%20Behavioral%20Development%20of%20Lead-Exposed%20Children%20After%20School%20Entry-Dietrich.pdf,English,Neuropsychological Therapy 22
https://pure.manchester.ac.uk/ws/portalfiles/portal/84020071/FULL_TEXT.PDF,English,Neuropsychological Therapy 23
https://www.davidpublisher.com/Public/uploads/Contribute/56b2f0f691067.pdf,English,Neuropsychological Therapy 24
https://drive.google.com/drive/u/1/folders/19tjubi7GJJHXeWbq6aNGwIUguATe3t2T,English,Neuropsychological Therapy 25
https://www.polskietowarzystwologopedyczne.pl/wp-content/uploads/2021/02/347-360-Logopedia-43-44-2014-2015-ANG-Matyjasek.pdf,English,Neuropsychological Therapy 26
https://e-century.us/files/ijcem/12/8/ijcem0096399.pdf,English,Neuropsychological Therapy 27
https://theaacn.org/wp-content/uploads/2015/10/neuropsychology_model_lcd-1.pdf,English,Neuropsychological Therapy 28
https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=493bbfc5ec13f040c8b4dc22a6ce00c4b23a4ad00,English,Neuropsychological Therapy 29
https://www.paloaltou.edu/sites/default/files/acab081_revised%20proof%20%281%29.pdf,English,Neuropsychological Therapy 30
https://cpa.ca/docs/File/Sections/Hospital/Seniors%20Role%20Clarity-Psychology.pdf,English,Neuropsychological Therapy 31
https://e-edu.nbu.bg/pluginfile.php/720169/mod_resource/content/2/Existential_Psychotherapy.pdf,English,Existential Therapy 1
https://pavlov.psyciencia.com/2017/04/What-is-Existential-Psychotherapy.pdf,English,Existential Therapy 2
https://indianmentalhealth.com/pdf/2016/vol3-issue3/Review_Article_2.pdff,English,Existential Therapy 3
https://gacbe.ac.in/pdf/ematerial/18MPS43C-U2.pdf,English,Existential Therapy 4
https://download.e-bookshelf.de/download/0012/5813/98/L-G-0012581398-0035611232.pdf,English,Existential Therapy 5
https://www.egyankosh.ac.in/bitstream/123456789/77466/1/Unit-5.pdf,English,Existential Therapy 6
https://oldsite.pup.ac.in/e-content/social_sciences/psychology/existential%20therapy.pdf,English,Existential Therapy 7
https://www.apa.org/pubs/books/Existential-Humanistic-Therapy-SP-and-Intro-Sample.pdf,English,Existential Therapy 8
https://positivepsychology.com/existential-therapy-techniques/,English,website
https://drive.google.com/drive/u/1/folders/17IALl2j_PiBo7tXGme6e-xYwBhojAKvN,English,Existential Therapy 9
https://api.pageplace.de/preview/DT0400.9781446283165_A24016400/preview-9781446283165_A24016400.pdf,English,Existential Therapy 10
https://www.ubiquityuniversity.org/wp-content/uploads/2019/04/Yalon-on-Meaninglessness.pdf,English,Existential Therapy 11
https://www3.erie.gov/mentalhealth/sites/www3.erie.gov.mentalhealth/files/2022-06/june_2022_presentation.pdf,English,Existential Therapy 12
https://www.nclinmed.com/article_166533_4794457b90789f725fa258445787e65c.pdf,English,Existential Therapy 13
https://oldsite.pup.ac.in/e-content/social_sciences/psychology/MAPsychology117.pdf,English,Existential Therapy 14
https://www.sagepub.com/sites/default/files/upm-binaries/36600_02_Van_Deurzen_Ch_01.pdf,English,Existential Therapy 15
https://www.counseling.org/docs/default-source/vistas/counseling-adolescent-existential-issues.pdf?sfvrsn=6,English,Existential Therapy 16
https://www.laengle.info/downloads/Diagnosis%20final.pdf,English,Existential Therapy 17
https://www.existenzanalyse.org/wp-content/uploads/Stumm_G_EA_25_1_7-15.pdf,English,Existential Therapy 18
https://drive.google.com/drive/u/1/folders/17IALl2j_PiBo7tXGme6e-xYwBhojAKvN,English,Existential Therapy 19
https://juniperpublishers.com/arr/pdf/ARR.MS.ID.555753.pdf,English,Existential Therapy 20
https://www.primescholars.com/articles/efficacy-of-existential-therapy-and-lazarus-multi-modal-therapy-on-the-decreasing-of-premenstrual-syndrome-and-increasing-the-qual.pdf,English,Existential Therapy 21
https://oro.open.ac.uk/28126/2/65769D77.pdf,English,Existential Therapy 22
https://in.sagepub.com/sites/default/files/upm-binaries/66677_Spinelli___Practising_Existential_Therapy.pdf,English,Existential Therapy 23
https://gregmadison.net/documents/CRRMadison.pdf,English,Existential Therapy 24
https://www.rjcbth.ro/image/data/v3-i3/V3I3_Lore_Proti_RJCBTH.pdf,English,Existential Therapy 25
http://www.rediviva.sav.sk/54i1/3.pdf,English,Existential Therapy 26
https://therapybypro.com/questions-to-ask-clients-in-existential-therapy/,English,website
https://repository.uel.ac.uk/download/358cc35f4fb9bc6ef80bdcd3f1740bde337698e309e03b28b8601b6bdf6e89cd/427232/Correia%20ET%20branches%20main%20article%20VE.pdf,English,website
https://www.sweetstudy.com/note-bank/liberty-university/coun-510-theories-of-counseling/coun510cognitiveexistentialtherapy-pdf,English,Existential Therapy 27
https://www.gti.today/Resources/therapeutic_relationship_spinelli.pdf,English,Existential Therapy 28
https://drive.google.com/drive/u/1/folders/17IALl2j_PiBo7tXGme6e-xYwBhojAKvN,English,Existential Therapy 29
https://www.ijsr.net/archive/v8i1/ART20194165.pdf,English,Existential Therapy 30
https://www.meaning.ca/web/wp-content/uploads/2019/10/207-13-425-2-10-20171212.pdf,English,Existential Therapy 31
https://omh.ny.gov/omhweb/grief/griefcounselingresourceguide.pdf,English,Grief therapy 1
https://griefhaven.org/wp-content/uploads/2020/02/Grief-Therapy-Counseling-Approach-for-All-Losses.pdf,English,Grief therapy 2
https://www.cpd.utoronto.ca/endoflife/Modules/GRIEF%20AND%20BEREAVEMENT%20MODULE.pdf,English,Grief therapy 3
https://griefhaven.org/wp-content/uploads/2020/02/Grief-Therapy-Counseling-Approach-for-All-Losses.pdff,English,Grief therapy 4
https://www.cpd.utoronto.ca/endoflife/Modules/GRIEF%20AND%20BEREAVEMENT%20MODULE.pdf,English,Grief therapy 5
https://www.courts.phila.gov/pdf/mentor/mh/Grief-handout.pdf,English,Grief therapy 6
https://www.michigan.gov/mdhhs/-/media/Project/Websites/mdhhs/Keeping-Michigan-Healthy/BH-DD/Stay-Well/Coping-with-Grief-and-Loss-Workbook_FINAL.pdf?rev=068706817737433ba8cf4ed4498dc677&hash=8009296233BC01AA301E21F3E336DCAB,English,Grief therapy 7
https://oasis.col.org/server/api/core/bitstreams/e88a66ca-9001-42de-a7dd-1cacda20654a/content,English,Grief therapy 8
https://complicatedgrief.columbia.edu/wp-content/uploads/2016/04/CGT-Manual-Preface.pdf,English,Grief therapy 9
https://imis.counseling.org/images/large/72887-FM.pdf,English,Grief therapy 10
https://www.ihs.gov/sites/telebehavioral/themes/responsive2017/display_objects/documents/slides/grief/griefparttwo1004.pdf,English,Grief therapy 11
https://www.um.edu.mt/library/oar/bitstream/123456789/35986/1/MT%2C_39%281%29_-_A2.pdf,English,Grief therapy 12
